transaction_amount,account_age_days,transaction_hour,previous_failed_attempts,avg_transaction_amount,is_international,ip_risk_score,login_attempts_last_24h,fraud_label,Amount_to_Avg_Ratio,Intrusion_Score,Is_New_Account,intrusion_score,ratio_monto_vs_promedio,riesgo_compuesto_ip,transaction_type_Transfer,transaction_type_Withdrawal,payment_mode_NetBanking,payment_mode_UPI,payment_mode_Wallet,device_type_Web,device_type_iOS,device_location_Chennai,device_location_Delhi,device_location_Hyderabad,device_location_Mumbai,categoria_antiguedad_Menor_1_ano,categoria_antiguedad_1_a_2_anos,categoria_antiguedad_Veterana_gt_2anos,momento_del_dia_Manana,momento_del_dia_Tarde,momento_del_dia_Noche
9802.27,1940.0,8.0,2.0,2967.33,0.0,0.066,3.0,0.0,3.3033973302598634,5.0,0.0,5.0,3.3022844495052777,0.198,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
17299.83,283.0,9.0,3.0,28166.14,0.0,0.945,3.0,0.0,0.6142066325027143,6.0,0.0,6.0,0.6141848267165215,3.78,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
16813.74,1334.0,6.0,2.0,16889.63,0.0,0.074,4.0,0.0,0.9955067103305402,6.0,0.0,6.0,0.9954477719303543,0.22199999999999998,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
48927.35,1054.0,18.0,0.0,10767.36,0.0,0.895,3.0,0.0,4.5440432938064665,3.0,0.0,3.0,4.543621312809007,0.895,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
42834.03,1557.0,23.0,2.0,8608.79,0.0,0.261,2.0,0.0,4.975615620778297,4.0,0.0,4.0,4.975037718690002,0.783,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
35073.43,1789.0,1.0,2.0,6350.31,0.0,0.987,6.0,0.0,5.523105171243608,8.0,0.0,8.0,5.52223557029967,2.961,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36366.49,624.0,7.0,3.0,16756.53,0.0,0.521,1.0,0.0,2.170287643086009,4.0,0.0,4.0,2.1701581318965264,2.084,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
28125.54,285.0,6.0,4.0,28385.91,0.0,0.018,5.0,0.0,0.990827491526606,9.0,0.0,9.0,0.9907925871466814,0.09,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
47357.18,1040.0,4.0,2.0,5546.46,0.0,0.283,6.0,0.0,8.538271257703112,8.0,0.0,8.0,8.536732126054085,0.849,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
24838.12,1892.0,3.0,3.0,13141.39,0.0,0.94,1.0,0.0,1.8900679456282783,4.0,0.0,4.0,1.889924130999004,3.76,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19056.86,1025.0,10.0,0.0,6195.06,0.0,0.3,1.0,0.0,3.0761380842154877,1.0,0.0,1.0,3.075641617414938,0.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8193.62,1488.0,9.0,2.0,5351.35,0.0,0.36,7.0,0.0,1.5311313967503528,9.0,0.0,9.0,1.530845329621568,1.08,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
39320.97,1163.0,0.0,2.0,26015.58,0.0,0.044,6.0,0.0,1.511439299066175,8.0,0.0,8.0,1.5113812038323253,0.132,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
36735.47,1332.0,3.0,0.0,7932.68,0.0,0.253,9.0,0.0,4.630902797037067,9.0,0.0,9.0,4.630319095300037,0.253,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
19248.53,106.0,21.0,1.0,7514.36,0.0,0.259,4.0,0.0,2.56156612139956,5.0,0.0,5.0,2.561225277298759,0.518,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1308.41,286.0,5.0,4.0,27302.79,0.0,0.716,3.0,0.0,0.04792220868270239,7.0,0.0,7.0,0.04792045353410644,3.58,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
41957.92,1318.0,17.0,0.0,11642.6,0.0,0.506,6.0,0.0,3.603827323793654,6.0,0.0,6.0,3.603517812360438,0.506,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
620.33,809.0,12.0,0.0,360.63,1.0,0.161,8.0,0.0,1.720128663727366,8.0,0.0,8.0,1.715372065370683,0.161,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
35199.8,1206.0,12.0,0.0,21663.45,0.0,0.796,5.0,0.0,1.6248473811881303,5.0,0.0,5.0,1.6247723805589342,0.796,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
48514.34,341.0,0.0,1.0,15558.66,0.0,0.612,3.0,0.0,3.118156705011871,4.0,0.0,4.0,3.1179563049578203,1.224,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
21911.18,214.0,3.0,0.0,23246.53,0.0,0.268,3.0,0.0,0.9425570181872306,3.0,0.0,3.0,0.9425164737931299,0.268,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11786.92,112.0,3.0,1.0,17151.81,0.0,0.224,1.0,0.0,0.6872114371602763,2.0,0.0,2.0,0.6871713730869752,0.448,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35258.31,1013.0,17.0,4.0,10602.89,0.0,0.925,6.0,0.0,3.3253490321978254,10.0,0.0,10.0,3.325035435109191,4.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
40865.55,1658.0,23.0,1.0,2090.27,1.0,0.637,7.0,0.0,19.55036909107436,8.0,0.0,8.0,19.541020528195787,1.274,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
27344.19,964.0,17.0,4.0,25991.51,0.0,0.807,9.0,0.0,1.0520431479356143,13.0,0.0,13.0,1.0520026730777443,4.035,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
48353.41,369.0,17.0,4.0,6291.83,0.0,0.226,6.0,0.0,7.685110691166164,10.0,0.0,10.0,7.6838894424289235,1.1300000000000001,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2630.85,1164.0,14.0,4.0,29143.3,0.0,0.589,8.0,0.0,0.09027289291192143,12.0,0.0,12.0,0.09026979546600879,2.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
25264.54,48.0,17.0,3.0,7450.47,0.0,0.053,6.0,0.0,3.390999493991654,9.0,0.0,9.0,3.3905444160682388,0.212,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
35936.77,316.0,14.0,4.0,24828.36,0.0,0.595,2.0,1.0,1.4474081252245414,6.0,0.0,6.0,1.4473498310065178,2.9749999999999996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
43138.89,893.0,16.0,1.0,23683.57,0.0,0.204,3.0,0.0,1.821469060618817,4.0,0.0,4.0,1.8213921553146204,0.408,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
9003.82,529.0,4.0,3.0,13936.14,0.0,0.669,1.0,0.0,0.6460770342433414,4.0,0.0,4.0,0.6460306777430663,2.676,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40010.17,887.0,10.0,0.0,12110.95,0.0,0.932,5.0,0.0,3.3036359657995447,5.0,0.0,5.0,3.3033632074108623,0.932,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
27657.72,55.0,15.0,0.0,21127.46,0.0,0.459,6.0,0.0,1.3090887404354334,6.0,0.0,6.0,1.3090267818856651,0.459,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
19857.86,203.0,19.0,2.0,15903.72,0.0,0.305,6.0,0.0,1.2486298803047338,8.0,0.0,8.0,1.2485513734287683,0.915,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6629.17,1551.0,1.0,4.0,18995.55,0.0,0.123,2.0,0.0,0.3489854202694842,6.0,0.0,6.0,0.3489670492800009,0.615,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
43271.52,1913.0,16.0,2.0,14159.44,1.0,0.671,1.0,0.0,3.0560191645997294,3.0,0.0,3.0,3.055803350743338,2.013,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
7905.8,1603.0,0.0,4.0,16758.92,0.0,0.584,7.0,0.0,0.4717368422308837,11.0,0.0,11.0,0.47170869550689987,2.92,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
15523.9,1202.0,17.0,4.0,5755.59,0.0,0.545,4.0,0.0,2.697186561238726,8.0,0.0,8.0,2.696718022301397,2.725,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
14537.77,1155.0,16.0,1.0,1756.35,0.0,0.936,9.0,0.0,8.277262504626071,10.0,0.0,10.0,8.27255242268188,1.872,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
43577.13,258.0,17.0,1.0,10742.12,0.0,0.978,8.0,0.0,4.056660137849883,9.0,0.0,9.0,4.056282532448674,1.956,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
33651.51,1022.0,18.0,0.0,14029.27,0.0,0.717,6.0,0.0,2.3986643638621254,6.0,0.0,6.0,2.3984934003408345,0.717,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
39844.24,216.0,4.0,3.0,27190.29,0.0,0.196,3.0,0.0,1.4653848855602496,6.0,0.0,6.0,1.4653309938586951,0.784,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12560.87,124.0,12.0,0.0,12476.79,0.0,0.947,8.0,0.0,1.0067389128133117,8.0,0.0,8.0,1.0066582303436746,0.947,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
31262.46,248.0,23.0,4.0,13074.17,0.0,0.345,1.0,0.0,2.3911621158360337,5.0,0.0,5.0,2.3909792377460484,1.7249999999999999,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
28608.71,575.0,22.0,3.0,20277.46,0.0,0.079,9.0,0.0,1.4108626031070952,12.0,0.0,12.0,1.41079302866194,0.316,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
41649.88,1109.0,5.0,2.0,6282.91,0.0,0.241,9.0,0.0,6.629074744027847,11.0,0.0,11.0,6.628019815688003,0.723,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45309.05,1202.0,12.0,4.0,26162.02,0.0,0.83,8.0,0.0,1.73186359463069,12.0,0.0,12.0,1.7317973995356806,4.1499999999999995,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
657.23,1081.0,17.0,1.0,12886.47,0.0,0.204,4.0,0.0,0.051001554343431524,5.0,0.0,5.0,0.05099759689062322,0.408,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
33717.29,745.0,3.0,0.0,27930.53,0.0,0.395,9.0,0.0,1.2071840383981258,9.0,0.0,9.0,1.207140818995594,0.395,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2639.2,1103.0,8.0,0.0,8210.92,0.0,0.274,9.0,0.0,0.32142561369493305,9.0,0.0,9.0,0.32138647234751433,0.274,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
27465.49,517.0,22.0,2.0,14021.21,0.0,0.048,5.0,1.0,1.9588530519120677,7.0,0.0,7.0,1.9587133554553813,0.14400000000000002,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
14417.25,164.0,2.0,0.0,23367.02,0.0,0.562,6.0,0.0,0.6169913835825022,6.0,0.0,6.0,0.616964980344933,0.562,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15373.49,1592.0,21.0,0.0,16722.21,0.0,0.629,7.0,0.0,0.9193455888904637,7.0,0.0,7.0,0.9192906146607022,0.629,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
17680.28,470.0,23.0,3.0,19871.24,1.0,0.791,9.0,0.0,0.8897421600262488,12.0,0.0,12.0,0.8896973869075654,3.164,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31083.56,1406.0,23.0,4.0,8492.82,0.0,0.415,7.0,0.0,3.659981019260976,11.0,0.0,11.0,3.659550119969578,2.0749999999999997,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
16735.8,800.0,7.0,3.0,9920.93,0.0,0.141,1.0,0.0,1.6869184642971977,4.0,0.0,4.0,1.6867484451109813,0.564,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
36648.32,1235.0,12.0,3.0,15277.64,0.0,0.652,9.0,0.0,2.398820760274493,12.0,0.0,12.0,2.3986637554127856,2.608,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20256.14,663.0,23.0,0.0,6154.15,0.0,0.89,6.0,0.0,3.291460234150939,6.0,0.0,6.0,3.2909254851628313,0.89,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3464.24,326.0,21.0,4.0,3876.55,0.0,0.12,2.0,0.0,0.8936399633694908,6.0,0.0,6.0,0.8934094982656573,0.6,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
39198.8,460.0,10.0,0.0,25329.69,0.0,0.183,9.0,0.0,1.5475436138381482,9.0,0.0,9.0,1.5474825202155964,0.183,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14323.63,1671.0,9.0,0.0,23268.14,0.0,0.329,1.0,0.0,0.615589815086208,1.0,0.0,1.0,0.6155633598835195,0.329,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
21666.71,1877.0,10.0,3.0,27968.5,0.0,0.65,5.0,0.0,0.7746825893415806,8.0,0.0,8.0,0.7746548919358587,2.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
34287.92,1698.0,2.0,1.0,17637.9,0.0,0.524,9.0,0.0,1.9439910646959102,10.0,0.0,10.0,1.9438808542482806,1.048,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16656.19,586.0,13.0,1.0,12665.93,0.0,0.712,1.0,0.0,1.3150388483119675,2.0,0.0,2.0,1.3149350316138164,1.424,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2876.45,1129.0,13.0,3.0,3180.33,0.0,0.031,2.0,0.0,0.904450167121022,5.0,0.0,5.0,0.9041658677345638,0.124,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
18727.36,1953.0,18.0,3.0,25528.98,0.0,0.81,7.0,0.0,0.7335725908359833,10.0,0.0,10.0,0.7335438570653013,3.24,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
47225.21,1726.0,3.0,0.0,13742.15,0.0,0.987,2.0,0.0,3.436522669305749,2.0,0.0,2.0,3.436272615812241,0.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32104.63,505.0,0.0,4.0,16877.9,0.0,0.047,9.0,0.0,1.9021697012069037,13.0,0.0,13.0,1.9020570060845197,0.235,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33590.38,371.0,1.0,0.0,9474.35,0.0,0.495,9.0,1.0,3.5454020592441693,9.0,0.0,9.0,3.5450278881518886,0.495,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
31632.49,466.0,5.0,0.0,15763.8,1.0,0.74,8.0,0.0,2.0066538524974944,8.0,0.0,8.0,2.0065265655130418,0.74,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9989.66,1211.0,12.0,2.0,23474.39,1.0,0.476,2.0,0.0,0.4255556800411001,4.0,0.0,4.0,0.42553755230477536,1.428,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20945.78,138.0,13.0,0.0,21396.57,0.0,0.593,3.0,0.0,0.9789316698891457,3.0,0.0,3.0,0.9788859202236515,0.593,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
37559.44,1523.0,0.0,4.0,29668.79,0.0,0.921,3.0,0.0,1.2659579308761835,7.0,0.0,7.0,1.2659152626290917,4.605,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5113.58,1072.0,7.0,0.0,14919.9,0.0,0.54,8.0,0.0,0.34273554112292975,8.0,0.0,8.0,0.34271257095751595,0.54,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
13928.75,1491.0,17.0,3.0,15938.02,0.0,0.237,8.0,0.0,0.8739322701314216,11.0,0.0,11.0,0.8738774403947043,0.948,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
13852.14,821.0,13.0,4.0,1676.51,0.0,0.739,6.0,0.0,8.262485759106715,10.0,0.0,10.0,8.257560312606184,3.695,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
21629.35,882.0,1.0,3.0,11742.55,0.0,0.375,7.0,0.0,1.8419636280024356,10.0,0.0,10.0,1.8418067790404093,1.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
49019.42,359.0,23.0,2.0,27670.92,0.0,0.285,1.0,0.0,1.7715139214742408,3.0,0.0,3.0,1.771449903006369,0.855,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3421.75,654.0,11.0,2.0,10579.24,0.0,0.248,8.0,0.0,0.32344005807600545,10.0,0.0,10.0,0.3234094878755113,0.744,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
25959.11,1924.0,23.0,4.0,23006.74,0.0,0.079,7.0,0.0,1.1283263078558718,11.0,0.0,11.0,1.12827726669373,0.395,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9009.27,461.0,0.0,1.0,29330.22,0.0,0.933,5.0,1.0,0.30716680611328523,6.0,0.0,6.0,0.307156333763137,1.866,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
48535.29,1413.0,20.0,1.0,3892.77,0.0,0.563,5.0,1.0,12.468060018958223,6.0,0.0,6.0,12.46485796541655,1.126,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5709.51,118.0,14.0,4.0,10086.39,0.0,0.955,2.0,0.0,0.5660608007423866,6.0,0.0,6.0,0.5660046850572844,4.7749999999999995,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
20209.87,1617.0,10.0,4.0,14283.79,0.0,0.862,1.0,0.0,1.4148814845359667,5.0,0.0,5.0,1.4147824364236365,4.31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
36907.35,1241.0,17.0,3.0,7197.51,0.0,0.03,9.0,0.0,5.127794195492608,12.0,0.0,12.0,5.1270818544393215,0.12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
35242.49,586.0,16.0,2.0,471.85,0.0,0.247,3.0,0.0,74.69002861078732,5.0,0.0,5.0,74.53207148144232,0.741,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
21165.3,250.0,2.0,4.0,14111.26,0.0,0.315,5.0,0.0,1.4998873240235102,9.0,0.0,9.0,1.4997810414490662,1.575,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
17358.88,600.0,14.0,0.0,16144.82,0.0,0.49,8.0,0.0,1.0751981130789938,8.0,0.0,8.0,1.0751315201086102,0.49,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
19910.74,1121.0,12.0,3.0,18800.49,0.0,0.716,7.0,0.0,1.0590543118822966,10.0,0.0,10.0,1.058997983670443,2.864,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
13250.6,1432.0,2.0,2.0,24833.73,0.0,0.681,7.0,0.0,0.5335726852148268,9.0,0.0,9.0,0.5335512002747765,2.043,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10306.38,1723.0,12.0,3.0,7665.97,0.0,0.987,4.0,0.0,1.3444326027886881,7.0,0.0,7.0,1.344257248952324,3.948,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
24177.83,1295.0,8.0,2.0,1924.98,0.0,0.923,4.0,0.0,12.56004218225644,6.0,0.0,6.0,12.553520804992784,2.769,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13463.26,587.0,9.0,0.0,2786.06,0.0,0.186,6.0,0.0,4.832365419265917,6.0,0.0,6.0,4.830631561573845,0.186,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14408.71,334.0,0.0,2.0,14972.54,0.0,0.86,4.0,0.0,0.9623423948107668,6.0,0.0,6.0,0.9622781252796598,2.58,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32854.97,380.0,1.0,3.0,27674.87,0.0,0.843,7.0,0.0,1.187177031003217,10.0,0.0,10.0,1.1871341352593434,3.372,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
48428.44,1968.0,13.0,2.0,29468.1,1.0,0.575,2.0,0.0,1.6434191549506079,4.0,0.0,4.0,1.6433633874125781,1.7249999999999999,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30201.68,114.0,4.0,3.0,6231.03,0.0,0.338,7.0,0.0,4.846980354772807,10.0,0.0,10.0,4.846202601720467,1.352,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
